sys/creation_time,sys/id,sys/name,final/train_loss,final/val_loss,training/hyperparams/batch_size,training/hyperparams/ca_dist_alpha,training/hyperparams/d_model,training/hyperparams/gcc_lmi_alpha,training/hyperparams/lr,training/hyperparams/n_heads,training/hyperparams/n_layers,training/hyperparams/rmsf_alpha,training/hyperparams/shp_alpha
2025-06-03 19:22:14.233,RSHPHP-343,loss_alpha_sweep_20250602_115536_job_037_sweep,0.6486955285072327,0.6073988080024719,8,0.48785054702257036,768,1.0177422790959092,0.0001778279410038923,12,12,1.998398546694881,0.009630088841667751
2025-06-03 19:51:54.499,RSHPHP-346,loss_alpha_sweep_20250602_115536_job_040_sweep,2.163374185562134,0.60798579454422,8,1.4890770143166583,768,1.3689092920528525,0.0001778279410038923,12,12,1.3780573045738722,0.04922098115060683
2025-06-03 20:30:04.694,RSHPHP-352,loss_alpha_sweep_20250602_115536_job_046_sweep,3.324747323989868,0.6083524227142334,8,0.2837578997143144,768,1.8511128689079337,0.0001778279410038923,12,12,1.1877715060010205,0.08448287941572338
2025-06-03 20:32:14.724,RSHPHP-353,loss_alpha_sweep_20250602_115536_job_047_sweep,0.7224897146224976,0.6098116636276245,8,1.51296364095648,768,0.8777974112140262,0.0001778279410038923,12,12,1.550822781728244,0.01117736808957727
2025-06-03 16:31:41.268,RSHPHP-308,loss_alpha_sweep_20250602_115536_job_000_sweep,2.5587756633758545,0.6098182797431946,8,1.5977496076651911,768,1.719464752450105,0.0001778279410038923,12,12,0.5918458284637286,0.0583066255617522
2025-06-03 16:31:41.456,RSHPHP-311,loss_alpha_sweep_20250602_115536_job_009_sweep,3.065955400466919,0.6110216975212097,8,0.7546139219985573,768,0.6523471849573997,0.0001778279410038923,12,12,1.7528304688404055,0.07714854818453147
2025-06-03 18:38:07.589,RSHPHP-334,loss_alpha_sweep_20250602_115536_job_028_sweep,0.760036289691925,0.6111548542976379,8,0.16199122078707548,768,0.8490164182958851,0.0001778279410038923,12,12,0.8326464426120114,0.017013352346416936
2025-06-03 17:21:58.789,RSHPHP-321,loss_alpha_sweep_20250602_115536_job_015_sweep,1.7115015983581543,0.6113325953483582,8,1.4508313197709481,768,1.5662443626837326,0.0001778279410038923,12,12,1.903296989207202,0.03623303228015957
2025-06-03 17:25:01.812,RSHPHP-322,loss_alpha_sweep_20250602_115536_job_016_sweep,2.2290501594543457,0.6119778752326965,8,1.2412214233200838,768,0.6598882545044598,0.0001778279410038923,12,12,1.684266044440175,0.05541787678633323
2025-06-03 19:39:28.568,RSHPHP-344,loss_alpha_sweep_20250602_115536_job_038_sweep,3.6619815826416016,0.6134673357009888,8,0.14333325226857502,768,1.990360610449865,0.0001778279410038923,12,12,1.900615399892897,0.09336580663559813
2025-06-03 20:09:28.664,RSHPHP-349,loss_alpha_sweep_20250602_115536_job_043_sweep,3.270343065261841,0.6137310862541199,8,1.9070644724252679,768,1.1038133325509587,0.0001778279410038923,12,12,1.3818512795710556,0.08035740029031253
2025-06-03 16:31:41.532,RSHPHP-312,loss_alpha_sweep_20250602_115536_job_008_sweep,3.8313941955566406,0.6137524843215942,8,0.9948973582556547,768,1.2164337718785456,0.0001778279410038923,12,12,1.2745697476298143,0.09511396330053866
2025-06-03 20:38:49.127,RSHPHP-355,loss_alpha_sweep_20250602_115536_job_049_sweep,1.6426186561584473,0.6140884160995483,8,0.24964389475481852,768,0.7725471216072142,0.0001778279410038923,12,12,1.5795068483853079,0.03930332630837079
2025-06-03 19:19:25.708,RSHPHP-341,loss_alpha_sweep_20250602_115536_job_036_sweep,1.3906692266464233,0.6143267750740051,8,0.4164088700427252,768,1.175176973171016,0.0001778279410038923,12,12,1.4053775599476641,0.03062598746462538
2025-06-03 16:31:41.542,RSHPHP-313,loss_alpha_sweep_20250602_115536_job_007_sweep,2.319329261779785,0.6150919795036316,8,1.0768826567760832,768,1.890408022402756,0.0001778279410038923,12,12,0.6360687235258896,0.052946242899824296
2025-06-03 16:32:23.716,RSHPHP-317,loss_alpha_sweep_20250602_115536_job_002_sweep,1.4246314764022827,0.6152142882347107,8,0.17568590290678204,768,1.4446707957212166,0.0001778279410038923,12,12,0.4198087972873319,0.03455177502424913
2025-06-03 17:25:55.406,RSHPHP-323,loss_alpha_sweep_20250602_115536_job_017_sweep,0.5425337553024292,0.6152840256690979,8,0.5648206504774095,768,1.0041648722507188,0.0001778279410038923,12,12,0.897264981879063,0.008431818166489378
2025-06-03 18:57:29.932,RSHPHP-336,loss_alpha_sweep_20250602_115536_job_030_sweep,2.286972761154175,0.615441083908081,8,1.9023380618965424,768,1.942411551301081,0.0001778279410038923,12,12,0.4435527294217575,0.04882934662083358
2025-06-03 18:29:15.355,RSHPHP-332,loss_alpha_sweep_20250602_115536_job_026_sweep,3.327948808670044,0.6163257360458374,8,1.956829783405344,768,0.9681595602172111,0.0001778279410038923,12,12,1.9413006345658725,0.08099028432195936
2025-06-03 16:31:43.093,RSHPHP-314,loss_alpha_sweep_20250602_115536_job_004_sweep,1.849173665046692,0.6171812415122986,8,0.3183897499368114,768,0.8115834923114974,0.0001778279410038923,12,12,1.2351950319091636,0.043569865932845425
2025-06-03 19:43:16.988,RSHPHP-345,loss_alpha_sweep_20250602_115536_job_039_sweep,1.5845766067504883,0.6172828078269958,8,1.6857197936936255,768,0.6264619871033884,0.0001778279410038923,12,12,0.17753615531039776,0.03885411205481402
